id,"manufacturer_accrual","category","plan_name","details",company_id,"company_name","expiration",participation_percentage,"external_id","created_at","updated_at"
1609,"See Full Citation","Machinery and Construction Equipment","Industrial Distributor Co-op Plan","Corporate Address
1030 Veteran St.
Mauston, WI 53948
Fax: (800) 338-6673
programs matching search criteria   other programsPlan 1 - Wholesaler
Name
Industrial Distributor Co-op Plan
Type
Wholesaler
Products
industrial power equipment; motors; tools
Trademarks
Dumore
Timing
Program: Calendar year
Participation
Manufacturer: 50%
Dealer: 50%
Eligible Media
InternetMagazine
Reimbursement Method
Check
Claim Address
1030 Veteran St.
Mauston, WI 53948",1250,"Dumore Corporation","12/31",50,"883-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1610,"5%","Hardware","","Corporate Address
600 E. Todd Rd.
Santa Rosa, CA 95407
Fax: (707) 588-1445
programs matching search criteria   other programsPlan 1 - Wholesaler
Type
Wholesaler
Products
time release watering agent
Trademarks
Dri Water
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 60 days of ad run
Accrual
5%
Participation
Manufacturer: 100%
Eligible Media
Magazinetrade magazine
Advertising Specifications
-All advertising requires prior approval.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.
Reimbursement Method
Check; Credit memo
Claim Documentation
-Newspaper: full page tearsheet; paid media invoice-Weekly Newspaper: full page tearsheet; paid media invoice
Claim Address
600 E. Todd Rd.
Santa Rosa, CA 95407",1249,"DriWater, Inc.","12/31",100,"879-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1611,"See Full Citation","Office Equipment and Supplies","","Corporate Address
P.O. Box 1220
Warwick, RI 02887
Fax: (401) 732-5377
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Special Instructions
Contact  Advertising Director for specific details
Products
calendars; home & office record keeping books; software; tax charts
Trademarks
Dome; E-Z Air; Handeze Therapeutic Support Gloves; Profoam; Self Grip Athletic Tape
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 30 days of ad run
Accrual
case by case basis per dealer
Participation
Manufacturer: 50%
Dealer: 50%
Maximum: $200.00
Plans administered on a case by case basis.
Eligible Media
NewspaperWeekly Newspaperall media varies upon agreement
Advertising Specifications
-Only advertising material supplied by manufacturer may be used.
Media Requirements
-Weekly Newspaper: prior approval required
Advertising Aids
Camera-ready ads
Reimbursement Method
Check; Credit memo
Claim Documentation
-All Media: paid media invoice-Newspaper: full page tearsheet-Weekly Newspaper: full page tearsheet
Claim Address
P.O. Box 1220
Warwick, RI 02887",1248,"Dome Publishing Co., Inc.","12/31",50,"857-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1612,"See Full Citation","Fabrics, Yarn and Notions","","Corporate Address
20 Research Rd.
Toronto, ON M4G 2G6
Canada
programs matching search criteria   other programsPlan 1
Products
hats; scarves; sweaters
Trademarks
Park Hurst
Timing
Program: Calendar year
Participation
Manufacturer: 100%
Eligible Media
Exhibit
Reimbursement Method
Check
Claim Address
20 Research Rd.
Toronto, ON M4G 2G6
Canada",1251,"Dorothea Knitting Mills Limited","12/31",100,"869-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1613,"See Full Citation","Stationery and Greeting Cards","","Corporate Address
297 Daisy Farms Dr.
Scarsdale, NY 10583
Fax: (914) 632-6396
programs matching search criteria   other programsPlan 1
Special Instructions
Contact mfr. for adv. aids and program specifics.
Products
appointment books; custom diaries; desk & pocket books; wedding books
Trademarks
Clip Rite; Executive Desk Diary; Wedding Embassy Yearbook
Timing
Program: Calendar year
Participation
Manufacturer: 75%
Dealer: 25%
Eligible Media
CatalogExhibitNewspaper
Claim Address
297 Daisy Farms Dr.
Scarsdale, NY 10583",1252,"Embassy Publishing","12/31",75,"841-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1614,"See Full Citation","Baby Supplies","","Corporate Address
104 W. 40th St.
New York, NY 10018
Fax: (212) 556-6363
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
infant bedding and accessories; layettes
Trademarks
Dundee
Timing
Program: Jan. 01 - Jun. 30; Jul. 01 - Dec. 31
Accrual: Jan. 01 - Jun. 30; Jul. 01 - Dec. 31
Advertising: Jul. 01 - Dec. 31; Jan. 01 - Jun. 30
Claim: Within 90 days of ad run
Participation
Manufacturer: 100%
Eligible Media
NewspaperNewspaper InsertWeekly Newspaper
Advertising Specifications
-Only regular, first-line merchandise qualifies.-Manufacturer's products must be clearly separated from other products.-Products must be illustrated.-Registry symbol required.-Price must be listed.
Reimbursement Method
Credit memo
Claim Documentation
-All Media: full page tearsheet; paid media invoice
Claim Address
Send claim to manufacturer's local representative.",1256,"Springs Industries Inc.","12/31",100,"886-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1615,"2.5%","Building Materials","Co-op Advertising Program","Corporate Address
26332 S. Frontage Rd.
Joliet, IL 60410
Fax: (815) 423-6180
Phone: (815) 423-5921
programs matching search criteria   other programsPlan 1 - Co-op Advertising ProgramPlan 2 - RetailerPlan 3 - Retailer
Name
Co-op Advertising Program
Type
Co-op Advertising Program
Special Instructions
This program is offered to all retail dealers in the United States who stock, display, and advertise INSTA-FOAM products for sale to consumers.
Trademarks
Fill and Seal; Foam Plus; Foamsulate; Great Stuff; Great Stuff All Direction; Spray N' Fill
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 60 days of ad run
Accrual
2.5%
Participation
Manufacturer: 100%
Eligible Media
CatalogCircularNewspaperNewspaper InsertRadioShopperTVWeekly Newspaper
Advertising Specifications
-No competing products.-Manufacturer's share of omnibus ads must be easily measurable.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.
Advertising Aids
Camera-ready ads; Print elements; Radio elements
Reimbursement Method
Credit memo
Claim Documentation
-All Media: paid media invoice-Catalog: complete copy of piece-Circular: complete copy of piece-Direct Mail: complete copy of piece-Flyer: complete copy of piece-Magazine: complete copy of piece-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Radio: ANA/RAB * electronic tearsheet; script-Shopper: complete copy of piece-Statement Stuffer: complete copy of piece-TV: ANA/CAB * electronic tearsheet; ANA/TvB * electronic tearsheet; script-Weekly Newspaper: full page tearsheet
Claim Address
Dow Chemical Co.
Co-op Mgmt. Systems
4041 N. Washington Blvd.
Indianapolis",1255,"Dow Chemical Co.","12/31",100,"871-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1616,"See Full Citation","Food and Beverages","Double Cola Co. USA","Corporate Address
537 Market St., Ste. 100
Chattanooga, TN 37402
Fax: (423) 267-0793
programs matching search criteria   other programsPlan 1 - WholesalerPlan 2
Name
Double Cola Co. USA
Products
Soft drinks
Trademarks
Double-Cola; Ski
Timing
Program: Calendar year
Participation
Manufacturer: 100%
Eligible Media
NewspaperRadioTV
Reimbursement Method
Check
Claim Address
attention :
Personnel
Program Contact
Gina McCommon
Phone: (423) 267-5691",1254,"Double-Cola Co. (USA)","12/31",100,"870-2","2009-05-18 17:47:42","2009-05-18 17:49:09"
1617,"See Full Citation","Fabrics, Yarn and Notions","","Corporate Address
495 Finchdene Sq.
Scarborough, ON M1X 1B7
Canada
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
dress patterns
Trademarks
Simplicity
Timing
Program: Calendar year
Participation
Manufacturer: 100%
Plans administered on a case by case basis.
Eligible Media
CatalogMagazineTV
Claim Address
495 Finchdene Sq.
Scarborough, ON M1X 1B7
Canada",1253,"Dominion Simplicity Patterns Limited","12/31",100,"860-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1618,"2%","Building Materials","Dealer Co-op Plan","Corporate Address
26332 S. Frontage Rd.
Joliet, IL 60410
Fax: (815) 423-6180
Phone: (815) 423-5921
programs matching search criteria   other programsPlan 1 - Co-op Advertising ProgramPlan 2 - RetailerPlan 3 - Retailer
Name
Dealer Co-op Plan
Type
Retailer
Special Instructions
This Co-op Adv. Program is offered to all retail dealers in the United States who stock, display, and advertise INSTA-FOAM products for sale to consumers.
Products
foam sealants
Trademarks
Foam Plus; Foamsulate; Great Stuff; Great Stuff All Direction; Spray N' Fill
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 60 days of ad run
Accrual
2%
Participation
Manufacturer: 100%
Eligible Media
CatalogCircularNewspaperNewspaper InsertRadioShopperTVWeekly Newspaper
Advertising Specifications
-No competing products.-Manufacturer's share of omnibus ads must be easily measurable.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.
Media Requirements
-Radio: prior approval required-TV: prior approval required
Advertising Aids
Camera-ready ads; Print elements; Radio elements
Reimbursement Method
Check; Credit memo
Claim Documentation
-All Media: paid media invoice-Catalog: complete copy of piece-Circular: complete copy of piece-Direct Mail: complete copy of piece-Flyer: complete copy of piece-Magazine: complete copy of piece-Newspaper: full page tearsheet-Newspaper Insert: complete copy of piece-Radio: ANA/RAB * electronic tearsheet; script-Shopper: complete copy of piece-Statement Stuffer: complete copy of piece-TV: ANA/CAB * electronic tearsheet; ANA/TvB * electronic tearsheet; script-Weekly Newspaper: full page tearsheet
Claim Address
Dow Chemical Co.
Co-op Mgmt. Systems
4041 N. Washington Blvd.
Indianapolis
Personnel
Program Contact
Darlene Mines
Phone: (815) 774-6500",1255,"Dow Chemical Co.","12/31",100,"871-2","2009-05-18 17:47:42","2009-05-18 17:49:09"
1619,"5%","Linens - Bed, Bath and Kitchen","","Corporate Address
P.O. Box 374
Kurtistown, HI 96760-0374
Fax: (808) 966-8719
Phone: (808) 966-8700
programs matching search criteria   other programsPlan 1 - Retailer/Wholesaler
Type
Retailer/Wholesaler
Products
complete 'down' line: comforters; jackets; pillows; quilts
Trademarks
Down Factory; Marco Polo; Shingler
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 60 days of ad run
Accrual
5%
Participation
Manufacturer: 50%
Dealer: 50%
May Include: Space or Time Only
Eligible Media
Cable TVCatalogCircularDirect MailFlyerMagazineNewspaperNewspaper InsertOutdoorRadioShopperStatement StufferTVWeekly NewspaperYellow Pages
Advertising Specifications
-Trademark name must be prominent.
Reimbursement Method
Check; Credit memo
or check
Claim Documentation
-All Media: paid media invoice; proof of performance-Radio: ANA/RAB * electronic tearsheet-TV: ANA/TvB * electronic tearsheet
Claim Address
P.O. Box 374
Kurtistown, HI 96760-0374",1258,"The Down Factory","12/31",50,"861-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1620,"See Full Citation","Food and Beverages","Ludens","Corporate Address
14 E. Chocolate Ave.
Hershey, PA 17033-0804
Fax: (717) 534-7402
programs matching search criteria   other programsPlan 1 - Retailer/Wholesaler
Name
Ludens
Type
Retailer/Wholesaler
Products
throat drops
Trademarks
Ludens
Timing
Program: Calendar year
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 30 days of ad run
Participation
Manufacturer: 50%
Dealer: 50%
Eligible Media
NewspaperRadioTVWeekly Newspaper
Advertising Specifications
-No competing products.-All advertising requires prior approval.-Products must be illustrated.-Manufacturer's logo required.-Trademark name required.-Not misleading.
Advertising Aids
Camera-ready ads; Print elements
Reimbursement Method
Check
Claim Documentation
-Newspaper: full page tearsheet; paid media invoice-Radio: ANA/RAB * electronic tearsheet; paid media invoice; script-TV: ANA/TvB * electronic tearsheet; paid media invoice; script-Weekly Newspaper: full page tearsheet; paid media invoice
Claim Address
14 E. Chocolate Ave.
Hershey, PA 17033-0804",1257,"Diversified Products Corp.","12/31",50,"843-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1621,"1%","Optical","","Corporate Address
15549 W. 108th St.
Lenexa, KS 66219
Fax: (913) 492-2503
Phone: (913) 492-2500
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Products
binocular magnifiers, hand magnifiers, flexible arm magnifiers; magnifying glass & optical aids
Trademarks
AccurSite; Donegan; Ezy-mag; Flip-Up; OptiVisor; Optiloupe; Vantage
Timing
Program: Jan. 01 - Dec. 31
Accrual: Calendar year
Advertising: Calendar year
Claim: Within 60 days of ad run
Accrual
1%
Participation
Manufacturer: 50%
Dealer: 50%
May Include: All Costs of Advertising
Eligible Media
CatalogMagazineNewspaper
Advertising Specifications
-Products must be illustrated.-Trademark name required.
Advertising Aids
Print elements
Reimbursement Method
Credit memo
Claim Documentation
-Catalog: complete copy of piece; paid media invoice
Claim Address
15549 W. 108th St.
Lenexa, KS 66219",1261,"Donegan Optical Company, Inc.","12/31",50,"862-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1622,"See Full Citation","Food and Beverages","","Corporate Address
One Dole Dr.
Westlake Village, CA 91362
Fax: (818) 874-4893
programs matching search criteria   other programsPlan 1
Products
canned foods
Trademarks
Dole
Timing
Program: Calendar year
Participation
Manufacturer: 100%
Eligible Media
FlyerMagazineNewspaperRadioTV
Claim Address
One Dole Dr.
Westlake Village, CA 91362",1260,"Dole Food Company Inc.","12/31",100,"851-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
1623,"See Full Citation","Lawn, Garden and Snow Removal Products","","Corporate Address
P.O. Box 1569
Coffeyville, KS 67337
programs matching search criteria   other programsPlan 1 - Retailer
Type
Retailer
Special Instructions
This program for qualifying Dixon dealers only; contact mfr. for program availability
Products
mowers, accessories
Trademarks
Dixon ZTR
Timing
Program: Sep. 01 - Aug. 31
Accrual: Sep. 01 - Aug. 31
Advertising: Sep. 01 - Aug. 31
Claim: Within 60 days of ad run
Participation
Manufacturer: 50%
Dealer: 50%
Participation may vary with special programs.
Eligible Media
Direct MailExhibitNewspaperOutdoorRadioShows, Fairs; Open HouseTV
Advertising Placement
Spots Only
Advertising Specifications
-Prior approval required for advertising material not supplied by manufacturer.
Media Requirements
-All Media: manufacturer's agreement/commitment form or contract must be completed before advertising is scheduled.
Advertising Aids
Print elements; Radio commercials; Radio elements; TV commercials
Reimbursement Method
Check; Credit memo
Claim Documentation
-Direct Mail: affidavit of distribution; complete copy of piece; postal receipt-Exhibit: paid media invoice; photo-Newspaper: full page tearsheet; paid media invoice-Outdoor: paid media invoice; photo-Radio: paid media invoice; script; station affidavit-TV: paid media invoice; script; station affidavit-Weekly Newspaper: full page tearsheet; paid media invoice; proof of performance
Claim Address
P.O. Box 1569
Coffeyville, KS 67337",1259,"Dixon Indus., Inc.","08/31",50,"844-1","2009-05-18 17:47:42","2009-05-18 17:49:09"
